index,category,filename,Title,Date Created,Dimensions,Artist,mean_grayscale,mean_blue,mean_green,mean_red,std_grayscale,std_blue,std_green,std_red
4927,GREEN,4927.jpg, Lotus in a Breeze, circa 1970, w81 x h81 cm, Georgette Chen,0.47089633995867836,0.4493526263509925,0.49042964571225905,0.4403802002994545,0.11504487515002562,0.14187953460106326,0.1085425985792998,0.14091733238679863
4928,GREEN,4928.jpg, London The Thames from Somerset House Terrace towards the City, 1750 - 1751,, Canaletto,0.6229268466075404,0.5575311037765248,0.6401488345953372,0.6130353759362456,0.2015768644090234,0.2357549385225368,0.21066530628149827,0.17930971035578225
4929,GREEN,4929.jpg, La berceuse (Portrait of Madame Roulin), December 1888 - January 1889,, Vincent van Gogh,0.30115546074098265,0.19885786200076494,0.3183885498794236,0.3047728383067953,0.13506431037216546,0.13426015635467797,0.1400625264410731,0.1578869801050831
4930,GREEN,4930.jpg, The Black Pigs, 1891, 92.5 × 72.2 cm, Paul Gauguin,0.3465828526390601,0.32335346575217166,0.3644314858301515,0.319997982555106,0.1456858720323693,0.1663526160913102,0.15493235987820486,0.1475226723931153
4931,GREEN,4931.jpg, La Berceuse (portrait of Madame Roulin), December 1888 - January 1889," 92 × 72,5 cm", Vincent van Gogh (1853 - 1890),0.2661677201211507,0.09946371591333712,0.2972082605562103,0.26624612547506527,0.1738381614651255,0.12141876789102192,0.19958480267882195,0.2334788937624689
4932,GREEN,4932.jpg," Garden and henhouse at Octave Mirbeau's, Les Damps", 1892, 73.3 x 92 cm, Camille Pissarro,0.48316793527524404,0.4300299474483625,0.5072209916742371,0.4553475198937479,0.17860584211983427,0.19275110517236754,0.1720089913231602,0.19340592079607735
4933,GREEN,4933.jpg, Madame Marthe X―Bordeaux, 1900, w803 x h900 mm, Henri-Marie-Raymond de Toulouse-Lautrec,0.41277525763952133,0.37345795058420844,0.43533386611491154,0.382826340224869,0.19375058443081622,0.17951205594087372,0.1919153511464688,0.21256836595407863
4934,GREEN,4934.jpg, The White Horse, 1898, w910 x h1400 mm, Paul Gauguin,0.4508094489273218,0.38098702290580516,0.4635266177636423,0.4514005730904474,0.12948257473860555,0.09846702751445126,0.13323955386549108,0.1454090366236465
4935,GREEN,4935.jpg, The Gardener, 1882–83, 6 1/4 x 9 3/4 in. (15.9 x 24.8 cm), Georges Seurat,0.5138041785526795,0.398693063972417,0.5528838954459184,0.4791548106754058,0.2005409173293479,0.1811026626246741,0.1989052781831686,0.2465504593165177
4936,GREEN,4936.jpg, Durian Seller, 1980,, Hendra Gunawan,0.39406482042438795,0.2628645035574479,0.4216346947683932,0.38795085039905586,0.1776305361394771,0.18065200645795498,0.19440334186706382,0.22403679816143066
4937,GREEN,4937.jpg," A Cowherd at Valhermeil, Auvers-sur-Oise", 1874, 21 5/8 x 36 1/4 in. (54.9 x 92.1 cm), Camille Pissarro,0.610923575064461,0.5360145336089708,0.6297689205008627,0.6013277109065512,0.13915214257918107,0.20046540279812994,0.1337773769732352,0.1400596256936716
4938,GREEN,4938.jpg, Fantasy View with the Pantheon and other Monuments of Ancient Rome, 1737," h 98, w 137.4 cm (without frame)", Giovanni Pauolo Panini,0.4779825106741448,0.36794528241126284,0.4883823794601694,0.49787641909135316,0.22820887027552803,0.2631371284934317,0.23419895524361414,0.21009528056873042
4939,GREEN,4939.jpg, The Flowered Meadow, 1885, 65 x 80.5 cm, Claude Monet,0.47265472051082985,0.4044723631064569,0.48751812047788623,0.4684235649572223,0.13229976795749204,0.1365524313003395,0.12246863753886006,0.16589238886769614
4940,GREEN,4940.jpg, The Hour Glass, undated, w7.63 x h4.5 in, Giorgione (attributed to),0.3455351174511185,0.25132151647009593,0.3787790815782263,0.31470030836084806,0.13515703745684604,0.12570694594788845,0.14191280908766607,0.17123113531791642
4941,GREEN,4941.jpg, La Siesta, 1911,, Joaquín Sorolla y Bastida,0.5153221721396865,0.37822112196755314,0.5392530130079163,0.5185285701619501,0.22214206850297508,0.2218285679385047,0.21453080519831966,0.2597527510435045
4942,GREEN,4942.jpg, Waterlilies, 1907, w73.5 x h92.5 cm, Claude Monet,0.5766783470321444,0.46626373808921956,0.6062449926637458,0.5590159672357342,0.14661385120082823,0.10862597246798973,0.1474681198899607,0.16993350488741335
4943,GREEN,4943.jpg, Take Off, 2007/2007, 228 x 182cm, JI WON KIM,0.6918115478305561,0.5655765459221895,0.704908295321109,0.712340778465537,0.1465984785195008,0.18681692326976027,0.14082726658512876,0.15698722397495696
4944,GREEN,4944.jpg, Forest Landscape, ca. 1917, 23 x 42 cm, Józef Rapacki,0.3865654413691086,0.3032261305547032,0.41334307631125405,0.3644605066148375,0.1673553079683438,0.17762503023843876,0.16117171000152947,0.18315071245340392
4945,GREEN,4945.jpg, Quai d'Ivry, c.1907, w550 x h461 cm, Henri ROUSSEAU,0.5079088635280588,0.3902878841826516,0.512093201150664,0.542807358630251,0.17688084191334807,0.2065602490480067,0.1759941000732977,0.17677545629234748
4946,GREEN,4946.jpg, The Basket Chair, 1882, w75.5 x h61.3 cm (without frame), Berthe Morisot,0.5245083893084226,0.3882176014461558,0.5403637285023534,0.543299511109857,0.13792362386491858,0.14857461151647766,0.13696072195607753,0.14333336099340765
4947,GREEN,4947.jpg," Seated Figures, Study for ""A Sunday Afternoon on the Island of La Grande Jatte""", 1884 - 1885, w25.5 x h16.2 x d0.0 cm, Georges Pierre Seurat,0.4409452990231604,0.2934223891150843,0.47052743174661693,0.43685883829999045,0.14045117463841902,0.11516172564275026,0.13871176226201318,0.1877393715225265
4948,GREEN,4948.jpg, Meadow, 1875, overall 54.9 x 73 cm (21 5/8 x 28 3/4 in.)framed 79.7 x 98.7 x 10.2 cm (31 3/8 x 38 7/8 x 4 in.), Alfred Sisley,0.5797158416858154,0.5072299981246567,0.6200510805839142,0.526968014491979,0.12218418880845583,0.15495574648158603,0.1254494987540851,0.12321258587116944
4949,GREEN,4949.jpg, Siapa Nama Saya?, 2012,, Green Zeng,0.42677063352773253,0.35602482497965043,0.4557121810640781,0.39579238650721654,0.2610248584972129,0.29618896992165,0.23892370436463362,0.2927109703520435
4950,GREEN,4950.jpg, The hill of Montmartre with stone quarry, June 1886 - July 1886,, Vincent van Gogh,0.5113901472234414,0.3923932320327818,0.5220555361750085,0.5340470845219347,0.15943334160189349,0.17390998234665392,0.15774853913180503,0.16273558704184335
4951,GREEN,4951.jpg, Bathers, 1874–75, 15 x 18 1/8 in. (38.1 x 46 cm), Paul Cézanne,0.5591283217040044,0.46816922279736745,0.5786853744651919,0.5540177875394356,0.17937228260215965,0.21219741721096613,0.1709602421393286,0.20284982751529332
4952,GREEN,4952.jpg, Woman at the Champs-Élysées by night, 1889/1893,, Louis Anquetin,0.26428244268545126,0.19007457140804246,0.2802455918929137,0.2600978020458252,0.14564695289102791,0.12198798385464239,0.15047558269574832,0.15156869444475074
4953,GREEN,4953.jpg, The Swineherd, 1888, 28 3/4 x 36 5/8 in. (73.03 x 93.03 cm), Paul Gauguin,0.49733070625181747,0.3964164334496367,0.5244199095392119,0.48105717314740815,0.1580113556903322,0.2135154016697985,0.1580059056284411,0.16647851835471952
4954,GREEN,4954.jpg, Roses, 1889, w413 x h330 mm, Vincent van Gogh,0.40004664500715403,0.30959513203356237,0.4264464609553363,0.38129256173271303,0.14385964529155892,0.1250694525960743,0.14464120737012467,0.15619242143883877
4955,GREEN,4955.jpg, Portrait of a Lady, 1916/1917, 60 x 55 cm, Gustav Klimt,0.3195154261482073,0.29473296775150365,0.3590044790078654,0.25094052360300445,0.14985032903516007,0.13982479309546125,0.1344342363752246,0.20000569532116508
4956,GREEN,4956.jpg, Terrace in the Garden near the Wannsee towards Northwest, 1916, w89.5 x h58.4 cm (without frame), Max Liebermann,0.4443110051418825,0.24381441988752348,0.4645679635755128,0.47798773481567497,0.14854535643928354,0.1357271668775161,0.15727179963160393,0.1651048638754107
4957,GREEN,4957.jpg, The Corydon Shepherd, 1913, w99 x h73 cm (Without frame), Paul Sérusier,0.2331489380694453,0.19008926192939385,0.25604962273980625,0.2038994728024211,0.09334583041823503,0.05503287794723727,0.09424659973998428,0.1326615592898849
4958,GREEN,4958.jpg, Village in Martinique (Femmes et Chevre dans le village), 1887, w710 x h457 cm, Paul Gauguin,0.43446865004716373,0.33135443604709686,0.4483002326266071,0.4450750827742829,0.1424907371683014,0.11194977437255481,0.13104978031612338,0.19037650013289167
4959,GREEN,4959.jpg, The Rock in the Pond, Around 1903, w1.28e+15 x h1.02e+15 cm, Joaquim Mir,0.3108285770268666,0.3017825766814192,0.37828160528570554,0.18148782157781404,0.1722222927567384,0.18267435817770242,0.1807348662911304,0.16988105491889607
4960,GREEN,4960.jpg, Landscape at Cagnes, ca. 1922, 18 1/4 x 21 7/8 inches, Chaim Soutine,0.34280107292843137,0.3103589590864978,0.3776236540610385,0.2862121051096796,0.1524282784536581,0.1598221293610696,0.15006774881880905,0.15933357307917648
4961,GREEN,4961.jpg, Sanye, 1996, 127*93(cm), Leonard Kateete,0.49126649546405127,0.39114069496573445,0.49083745778726723,0.5288230630777763,0.11228386837478953,0.0978974316172782,0.12079918986079435,0.11409411871954662
4962,GREEN,4962.jpg, Bank of the Seine, May 1887 - July 1887,, Vincent van Gogh,0.5682514056567313,0.45961725788009367,0.5854709943261363,0.5742187354583352,0.1022187470150471,0.12101161697176899,0.10027566951170938,0.11628502771402068
4963,GREEN,4963.jpg, Water Lilies, 1922, 79 × 84 in. (200.7 × 213.4 cm), Claude Monet,0.43171398355502205,0.37263556158921024,0.4498918925734611,0.4176261838728898,0.11038140398630188,0.1256538755671787,0.11396781687033218,0.11115389542511094
4964,GREEN,4964.jpg, The Sheep, 1913 - 1914, w770 x h545 cm (Without frame), Franz Marc,0.45765690707684836,0.4284188335686018,0.46717887350920734,0.44965100004623315,0.16474054602531094,0.18281651804279017,0.18103494009591997,0.1787908489857618
4965,GREEN,4965.jpg, Almond Trees in Blossom, 1905, 61 x 46 cm, Darío de Regoyos y Valdés,0.5163567659157489,0.4371558510205008,0.5351541173788668,0.5084289768332079,0.13724384439655568,0.19291071875410004,0.1308772008343313,0.15227011643275712
4966,GREEN,4966.jpg, Chiayi Park (Benten Pond), 1937, 130.2 x 162.5 cm, Chen Cheng-po,0.34402332630630056,0.30435569955201913,0.36099778661477344,0.3251850175095404,0.14491983362916386,0.15156295866096173,0.13730351085607306,0.17064655972156093
4967,GREEN,4967.jpg, Grey and Silver Old Battersea Reach, 1863, 50.8 × 68.6 cm (20 × 27 in.)," James McNeill Whistler (American, 1834–1903)",0.6174253640457296,0.538202580688289,0.6223968806459187,0.636696401963086,0.16196639454006584,0.1727631946033059,0.16843127883263023,0.14742924180137534
4968,GREEN,4968.jpg," Farm in Normandy, c. 1885-86", c. 1885-86,, Paul Cézanne,0.4489843385832933,0.37033451357862496,0.4893985872682015,0.39834125200468573,0.16855447975272284,0.16038721009701742,0.16401908024538342,0.20905936863501873
4969,GREEN,4969.jpg, Young Woman Knitting, ca. 1883, 19 3/4 x 23 5/8 in. (50.2 x 60 cm), Berthe Morisot,0.5751562977404417,0.4579864899240836,0.5833243769187492,0.6020546715557682,0.1397740228090107,0.14589829719414288,0.12705619514540203,0.17987227334915382
4970,GREEN,4970.jpg, Landscape with an Aqueduct, 1810, 18 x 21 in. (45.72 x 53.34 cm), Nicolas-Antoine Taunay,0.5126329052867663,0.4199623770544464,0.5190655947789806,0.5339611429705956,0.23674144074302506,0.23944718055717368,0.24226645396547206,0.22787564601209132
4971,GREEN,4971.jpg, Flowering Poppies, 1907, 110 x 110 cm, Gustav Klimt,0.48771253491750793,0.42129260976711524,0.533133990564042,0.42273764470113495,0.09197166285026184,0.10132352474055979,0.09611405077882425,0.11267988664136439
4972,GREEN,4972.jpg, A Meadow Bordered by Trees, ca. 1845, 16 3/8 x 24 3/8 in. (41.6 x 61.9 cm), Théodore Rousseau,0.505000649465147,0.40508268021557037,0.5170136451726727,0.518011679965191,0.27345220983232876,0.25119634414053904,0.2778456266759142,0.2746069574830889
4973,GREEN,4973.jpg," The Imperial Guard in Magenta, June 4, 1859", 1860," without frame 1,96 (w) x 1,21 (h) m / with frame 2,365 (w) x 1,61 (h) m", Louis-Eugène Charpentier (Painter),0.449953615579478,0.32224739358328436,0.46299631796292495,0.4711285822906366,0.2084772458576427,0.18708179286076324,0.21456089430203448,0.2093905451956799
4974,GREEN,4974.jpg, Lake Lucerne, 1858, w3048 x h1829 cm (overall), Albert Bierstadt,0.4886251089029963,0.42847271215644633,0.5029853180848124,0.48243924298582636,0.22468205592477758,0.23087138385999692,0.23967603143020005,0.19777744871904854
4975,GREEN,4975.jpg, The Red Cow, 1889, 35 3/4 x 28 3/4 in. (90.8 x 73 cm), Paul Gauguin,0.43790198780366496,0.3638663610878111,0.4572057707730275,0.42708427775973157,0.1892628401048452,0.18540758708736993,0.1898616004109024,0.21596015339585384
4976,GREEN,4976.jpg, George Washington Carver, 1942, w89.5 x h114.9 x d2.5 cm (Stretcher), Betsy Graves Reyneau,0.5137761612867134,0.47619797298825417,0.519594773776979,0.5161115590986265,0.2005102171372257,0.22280240715534114,0.20198501338391683,0.2105485369922766
4977,GREEN,4977.jpg, The Toutain Farm at Honfleur, c.1845, w638 x h444 cm, Camille COROT,0.2889390509482892,0.11721418880201999,0.31102211403807406,0.3084748096586775,0.13146726143067616,0.1047420053088759,0.1335684048089472,0.14702021701968673
4978,GREEN,4978.jpg, Apple Blossoms, 1873, 23 1/8 x 33 3/8 in. (58.7 x 84.8 cm), Charles-François Daubigny,0.399095265228957,0.32477932695396444,0.4179043030618529,0.3893533348584256,0.26414984069906156,0.2547852994149384,0.27401949654292207,0.25142791330313263
4979,GREEN,4979.jpg, The Sun of Venice Going to Sea, 1843, w921 x h616 mm, Joseph Mallord William Turner,0.5792466584567867,0.474824028969548,0.5841100996533717,0.6079701882488238,0.149169684362703,0.21321864655102718,0.1554144268488814,0.12035954561329207
4980,GREEN,4980.jpg, Fishing, ca. 1862–63, 30 1/4 x 48 1/2 in. (76.8 x 123.2 cm), Édouard Manet,0.3337006956382161,0.24334764558376706,0.3540978448765006,0.326715753822888,0.15944761662383583,0.1398014106959588,0.16029846643793533,0.17528566013316677
4981,GREEN,4981.jpg, Rhode Island Shore, 1858, 20 1/4 x 32 1/4 in. (51.44 x 81.92 cm), Martin Johnson Heade,0.5293550532891658,0.3790598026306441,0.5580010403450951,0.5281262039872957,0.24311212916675917,0.2650933260261293,0.24484664825140326,0.23621917830216807
4982,GREEN,4982.jpg, RJ ao longe, 21st century, 180 x 122 cm, Lelli de Orleans e Bragança,0.506114795816764,0.4018527269230222,0.5242707627202603,0.5086374861675933,0.22816026215916513,0.25373471291093996,0.21756382034794772,0.24394034682305674
4983,GREEN,4983.jpg, Der Dom in Halle, 1931/1931, w124.5 x h86.5 cm, Lyonel Feininger,0.40204871488960386,0.3446371891548727,0.45443866897471963,0.3200660312916111,0.2048268493613868,0.1731361174706788,0.21912317466662035,0.20318443507219933
4984,GREEN,4984.jpg, Laveuses à Arles (Washerwomen in Arles), 1888,, Paul Gauguin,0.4890458970714826,0.2854886669832934,0.524167368669441,0.49461132062783364,0.16332322906786897,0.16150453126048891,0.1969831773264968,0.19673536395220448
4985,GREEN,4985.jpg," [Auto-Retrato num grupo] (Pintura para o café ” A Brasileira” do Chiado, Lisboa)", 1925,, José de Almada Negreiros,0.3364911981961481,0.2372985131951503,0.3327081255595257,0.38030189221520444,0.26858072044109943,0.22700723282825777,0.271117808580205,0.2934670749449497
4986,GREEN,4986.jpg, House at Auvers, 1890, w24.75 x h19.13 in, Vincent van Gogh,0.45056240679574716,0.3480702479115543,0.47656087289716903,0.4370125483871549,0.20878446904490333,0.21904378867099175,0.21514796800633482,0.20637120037816187
4987,GREEN,4987.jpg, Haymaking, 1844/1925,, Leon-Augustin Lhermitte,0.503904397129224,0.4093221965571743,0.5153052215997098,0.5161629158803536,0.16734487303382714,0.1761090440650743,0.16699983886703137,0.16846718379794387
4988,GREEN,4988.jpg, Pear Tree, 1903 (reworked by the artist 1903/1918), w101.0 x h101.0 cm, Gustav Klimt,0.47499283827076955,0.4263555558490991,0.4981489342667219,0.4472861863666758,0.12072851771144855,0.1208311821059135,0.12256066819680114,0.13502472942725763
4989,GREEN,4989.jpg, Giant Peacock Moth, May 1889 - 1889,, Vincent van Gogh,0.42223454998469895,0.341174188954129,0.45396721131674506,0.38954911507621764,0.14518776342471298,0.11812161757369262,0.1491490474199503,0.15375651422134592
4990,GREEN,4990.jpg, In the Woods at Giverny Blanche Hoschedé at Her Easel with Suzanne Hoschedé Reading, 1887, w977.9 x h914.4 cm,,0.5403509121232628,0.4691600124008815,0.5751994778660476,0.4979187293939919,0.15498439493306607,0.17682913724605617,0.14658646951825682,0.19874894237145238
4991,GREEN,4991.jpg, The Farm Landing, 1892, w1022.35 x h765.302 mm (without frame), Edward Mitchell Bannister,0.3496242200664116,0.34480470913268085,0.3815014713537836,0.2886994465436145,0.23488019715678105,0.2832612123858607,0.23670544071658572,0.23037234378120255
4992,GREEN,4992.jpg, The Young Maidens, 1912 - 1912,, Felice Casorati,0.4710395153008584,0.3639585070827727,0.4850155281212404,0.48281639310073865,0.16379330472658554,0.15763699254059882,0.15591293867944137,0.19695154842477167
4993,GREEN,4993.jpg, Jean Metzinger, 1906, w43.2 x h54.9 cm (overall), Robert Delaunay,0.39599415501382085,0.3341844228836693,0.4093882838889213,0.3923159366738458,0.2275493469397203,0.18660910064945024,0.23570793696231174,0.248561812712532
4994,GREEN,4994.jpg, Retrato de Georgina de Albuquerque, 1907, 61 x 50 cm, Lucílio de Albuquerque,0.43903749145137744,0.33066882501247397,0.43734434602061995,0.48210252182613195,0.13029243811550467,0.11027695605393582,0.12894177057561776,0.17305357313382225
4995,GREEN,4995.jpg, Landscape. Road with Trees in Rocky Mountains, 1870 - 1871, w65 x h53.7 cm (Complete), Paul Cézanne,0.3563311251518337,0.34817352187636785,0.3736468858996814,0.32526791688207096,0.19623024783896978,0.16594788227820076,0.18712210118924677,0.23116001154023846
4996,GREEN,4996.jpg, Dry Leaf Tree, 1981,, Hendra Gunawan,0.43307277352039525,0.3474874304977224,0.49924624015720065,0.3343129149096583,0.21241393249241675,0.23278626021715498,0.24925425396423842,0.29041702750302206
4997,GREEN,4997.jpg, Madame Cézanne in Blue, 1888 - 1890, w61 x h74.1 cm (without frame), Paul Cézanne,0.4819674819105443,0.42083252025100365,0.5022083215999299,0.46457664979658425,0.15025464460281943,0.18071605756785278,0.15448408123424012,0.14805246314844092
4998,GREEN,4998.jpg, Moonrise Soldier and Maiden, 1905, w49.5 x h69.9 cm (without frame), Ernst Ludwig Kirchner,0.4407279069269411,0.3988813588291935,0.45562103578582974,0.42678182114030067,0.2178716708793484,0.20651261672186433,0.21314234501642376,0.25776539820882766
4999,GREEN,4999.jpg, House among trees Pont-Aven, 1888,, Émile Bernard,0.4885714416665216,0.37066579083939916,0.5085942952342467,0.4924252349532736,0.095011006010457,0.10659329844485259,0.08802265784797682,0.13994251432813018
5000,GREEN,5000.jpg," Johnson Hall (Sir William Johnson Presenting Medals to the Indian Chiefs of the Six Nations at Johnstown, NY, 1772)", 1903, w37 x h21.25 in (Complete), Edward Lamson Henry (1841-1919),0.5676123483638982,0.46627170379425764,0.574324651315272,0.5915697222350649,0.20215635703791332,0.24325448844090763,0.19863668026243025,0.2045997550743424
5001,GREEN,5001.jpg, Jesters Playing “Cochonnet”, 1868,, Eduardo Zamacois,0.2604209098556386,0.17562101977436242,0.26811682527025854,0.2763789025700207,0.1458046544512479,0.12009526912989515,0.16062090895551903,0.15932725118586807
5002,GREEN,5002.jpg, Road leading to the lake, 1880, w750 x h920 mm (without frame), Paul Cézanne,0.39492334289818365,0.3719219304866145,0.42265878822412606,0.34881081830807226,0.18755496716132383,0.16086637785774252,0.18366424975512605,0.21781195415692153
5003,GREEN,5003.jpg, Houses Seen from the Back, December 1885 - February 1886,, Vincent van Gogh,0.49782109426771465,0.4085949957359462,0.5074162915480067,0.5116667757447884,0.19299692250539324,0.15996574223588467,0.19837141096031877,0.1967163349958744
5004,GREEN,5004.jpg, Landscape near Paris, c. 1876, overall 50.2 x 60 cm (19 3/4 x 23 5/8 in.)framed 70.5 x 81.3 cm (27 3/4 x 32 in.), Paul Cézanne,0.5872211722035323,0.4692432720314289,0.6046145849657524,0.5962726905009368,0.11909657255695166,0.13131714847756099,0.11505589335309507,0.13359414792720972
5005,GREEN,5005.jpg, A Washerwoman at Éragny, 1893, 18 x 15 in. (45.7 x 38.1 cm), Camille Pissarro,0.600289031004005,0.5296781554949656,0.6117793563750358,0.6035820454609591,0.15699264987670017,0.15525440629773593,0.15064052304252354,0.19145897431866019
5006,GREEN,5006.jpg, Still Life with a Punch Bowl, 1795/1797, w107.5 x h77 cm, Nils Schillmark,0.5131080712005938,0.4101030758229044,0.5225769095826431,0.5322545206877165,0.18408270276902503,0.18618647391730875,0.19267289487004596,0.172961545399699
5007,GREEN,5007.jpg, Sous-Bois, circa 1894, 45 13/16 x 32 in. (116.2 x 81.3 cm), Paul Cézanne,0.5895630966898492,0.5184778138102509,0.6112647077837147,0.5729478652611,0.14203844515244715,0.14022955539689821,0.14402687857046917,0.15847123052329348
5008,GREEN,5008.jpg, Distant View of the Mandan Village, 1832, w368.3 x h285.75 mm, George Catlin,0.617537926663076,0.5274574850507934,0.6436272858621345,0.5992583488294316,0.1383666822789986,0.2009296319014429,0.1363331807588088,0.13573297618355495
5009,GREEN,5009.jpg, Prairies du Valhermeil Pres Pontoise, 1874, w92 x h55 cm., Pissarro Camille,0.5719738556754347,0.4733231540429256,0.6086997107328267,0.5359182646611503,0.15325727203973943,0.19212317834349946,0.15134271209897013,0.15657911401502803
5010,GREEN,5010.jpg, Olive grove, June 1889," 72,4 x 91,9 cm", Vincent van Gogh (1853 - 1890),0.46120664059599475,0.42217183947142933,0.49863976580026625,0.40190092143993533,0.14378473076024617,0.15303200189013763,0.13777140386162437,0.1756138137798635
5011,GREEN,5011.jpg, Water Lilies, 1914/1917, 200 x 200 cm, Claude Monet,0.3291282452492475,0.3404375813957956,0.36123491644715944,0.2618383686396197,0.12632022186617692,0.1482007336227208,0.12537857623626625,0.13487159530475534
5012,GREEN,5012.jpg, Three Sisters— A Study in June Sunlight, 1890, 35 1/8 × 40 1/8 in. (89.22 × 101.92 cm), Edmund Charles Tarbell,0.5113436711372685,0.4529480814159101,0.5240355142352954,0.5077947626089805,0.16733109961998108,0.17179335761580214,0.168208552673253,0.18095062487663613
5013,GREEN,5013.jpg, Forester's House in Weissenbach II (Garden), 1914, 110 x 110 cm, Gustav Klimt,0.5747040486396356,0.4754677299882176,0.6237361598376758,0.5146608801223437,0.18305455878631968,0.17841540483730736,0.17202457151452213,0.22872754391164662
5014,GREEN,5014.jpg, Les bateaux amarrés (Quay with Men Unloading Sand Barges), 1888,, Vincent van Gogh,0.47198918505433585,0.370442030582303,0.5109580281397538,0.43258441695942634,0.179800949154991,0.15484279918727756,0.19002356931067127,0.19463062480607551
5015,GREEN,5015.jpg, Hound Coursing a Stag, c. 1762, w49.49 x h39.38 in (Overall),,0.4565428543923158,0.3759920054743207,0.4627575069264608,0.4738560156784289,0.1925545583483064,0.21623292066521008,0.1944907143050714,0.1836787312843997
5016,GREEN,5016.jpg, Meadowland, 1910, w553 x h460 cm, Henri ROUSSEAU,0.5610898381420772,0.48318801925939353,0.5861343894497238,0.5403995541606899,0.1636635138196866,0.2559883364097211,0.16733293819194256,0.13934535911367338
5017,GREEN,5017.jpg, Coast of Brittany, 1870, overall 47.3 x 66 cm (18 5/8 x 26 in.)framed 65.1 x 83.8 cm (25 5/8 x 33 in.), Eugène Boudin,0.6010794010670442,0.5344043804172548,0.6123878321653967,0.6032869941452067,0.16949755741754766,0.16197652731738651,0.17016819987307305,0.1740517441001458
5018,GREEN,5018.jpg, Skating on the Frozen Amstel River, 1611, w650 x h430 cm (overall), Adam van Breen,0.4396963653368542,0.3652119247805279,0.44857294794531843,0.4495500477441944,0.1465214265418776,0.14179206732882732,0.15106824203683666,0.14442216965035953
5019,GREEN,5019.jpg, Nasturtiums, c.1903, w716 x h1010 cm, Tudor St George TUCKER,0.4575419167207555,0.37502515301458905,0.47221063725840445,0.45894957968897326,0.21439404001893875,0.21147882844459337,0.2010231106077928,0.25533760933110616
5020,GREEN,5020.jpg, The Jack Pine, 1916-1917, 127.9 x 139.8 cm," Thomson, Tom",0.39821790046030975,0.32091812155866023,0.39844236442139863,0.4261197069341062,0.1928298100402755,0.1606233512486842,0.20079583082767882,0.19955573885142444
5021,GREEN,5021.jpg, Tree trunks in the grass, late April 1890," 72,5 × 91,5 cm", Vincent van Gogh (1853 - 1890),0.4778668934691025,0.32668869444296006,0.5111090563061265,0.46792264619920776,0.1845867980358758,0.17674252096765117,0.19204537946232042,0.19372711114707022
5022,GREEN,5022.jpg, Couple on a walk, 1881, 100.2 x 125.3 cm, Gustave Cailllebotte,0.4421638805712651,0.3902202357328319,0.46836992654138904,0.4096713266041139,0.14289998553385552,0.13402863646742175,0.1404120851467123,0.1696467755433347
5023,GREEN,5023.jpg, Landscape in Brittany. The David Mill, 1894, w920 x h730 cm, Paul Gauguin,0.4764803516278358,0.44500559300571074,0.4984102013862329,0.444892391931101,0.13102399517146782,0.1507680240840437,0.12447880600494982,0.1544059393184498
5024,GREEN,5024.jpg, Teich in der Mark, 1902," 154,5 x 236,5 cm", Karl Hagemeister,0.37000795129471725,0.3139829946207474,0.39945104683974664,0.33264568083661517,0.1488809494283381,0.1437215874753562,0.15338085329909906,0.1565702383962842
5025,GREEN,5025.jpg, House in Provence, 1886-1890,," Cézanne, Paul",0.44759474095347085,0.37691666771741916,0.470193312450377,0.4290661771961078,0.17507486070017428,0.1615561865121478,0.16776549149303455,0.2114256308158564
5026,GREEN,5026.jpg, From the River--Pale, 1959, 41 1/2 x 31 3/8 inches, Georgia O'Keeffe,0.7154738087418208,0.6441920503464582,0.7299380216110778,0.7131641681772486,0.08479652722310094,0.15049243031667053,0.07400787476600831,0.10315737090632052
5027,GREEN,5027.jpg, Polder landscape with windmill near Abcoude, circa 1870, w1080 x h800 cm (framed), Willem Roelofs,0.48100311082797503,0.4186090478000344,0.5062041434075084,0.45431890319847085,0.2157989036496884,0.2105348313578112,0.22106600401452223,0.211883703746859
5028,GREEN,5028.jpg," Vase with Bananas, Lemons and Books", c.1917,, Juan de Echevarría,0.5222923509817732,0.4491461584787024,0.5677701970151021,0.4596728577006853,0.16408871468128428,0.17934463967394276,0.1580431237756792,0.21941460500962026
5029,GREEN,5029.jpg, Italian garden landscape, 1913, 110.0 × 110.0cm, Gustav Klimt,0.5157972824136646,0.49240013697810375,0.549296045828022,0.4584953343584675,0.11771683415470537,0.10977622197652956,0.11700366073679896,0.137083185827099
5030,GREEN,5030.jpg, Beaumaris foreshore, (circa 1926), 45.5 x 51.0 cm board, Clarice Beckett,0.5305704045237197,0.47498058109217817,0.5436823853243693,0.5251664442073414,0.15094398750669905,0.17850960083038092,0.1437117170876201,0.16376582560134736
5031,GREEN,5031.jpg, Fair Rosamund, (1854), 40.3 x 30.5 cm (Unframed), Arthur Hughes,0.3850931365043644,0.34494861219605477,0.4110846988613246,0.3486960561153899,0.14785609388236695,0.15170038322072288,0.14598957062199758,0.17393802595132832
5032,GREEN,5032.jpg, Near Sydenham Hill, 1871, 17 1/8 x 21 1/16 in. (43.5 x 53.5 cm), Camille Pissarro,0.5982639858666776,0.5419218444249772,0.6205376290499256,0.5751179394682472,0.11880323275729855,0.1309993013778574,0.12323460560176304,0.11778070287210611
